company_name,trade,ownership_type,ownership_confidence,parent_company_or_notes,city,county,zip,address,phone,website,google_rating,google_reviews,maps_services,license_types,license_type_labels,license_numbers,active_license_count,qualifying_agents_or_licensees,latest_expiration_seen,enrichment_source,data_source
JONES & JIRIK PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33486,"1357 Nw. 6Th St., Boca Raton, FL, 33486",,,,,,CFC,Certified Plumbing Contractor,CFC027507,1,"HOWE, JOHN J",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JONES A/C SERVICES LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33431,"4471 Ne 4Th Ave, Boca Raton, FL, 33431",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817489,1,"JONES, JONATHAN",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
JOSE MALDONADO PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Loxahatchee,Palm Beach,33470,"16405 86Th Street North, Loxahatchee, FL, 33470",,,,,,CFC,Certified Plumbing Contractor,CFC1426416,1,"MALDONADO, JOSE MANUEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JOSEPH JOHN PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Worth,Palm Beach,33467,"8235 Cadre Noir Road, Lake Worth, FL, 33467",,,,,,CFC,Certified Plumbing Contractor,CFC1431033,1,"BIANCARDI, JOSEPH J",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JPSADER HVAC SERVICES LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33428,"9949 Floral Park Ln, Boca Raton, FL, 33428",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824041,1,"MONTEIRO, VINICIUS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JR AC COOLING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33405,"5704 Garden Ave, West Palm Beach, FL, 33405",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823897,1,"LEAL VARELA, JORGE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JR PIEROLA COOLING & HEATING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Worth,Palm Beach,33467,"8704 Club Estates Way, Lake Worth, FL, 33467",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824870,1,"RIVERA, JORGE A",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JRF HOME SERVICES LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Delray Beach,Palm Beach,33444,"103 Ne 17Th Street, Delray Beach, FL, 33444",,,,,,CFC,Certified Plumbing Contractor,CFC1433328,1,"FATIGATE, JOSEPH RICHARD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JUPITER AIR SOLUTIONS LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jupiter,Palm Beach,33478,"13516 151 Lane N, Jupiter, FL, 33478",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819202,1,"DELEEUW, DEAN ROBERT",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"JUPITER PLUMBING SERVICES, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jupiter,Palm Beach,33478,"15605 111Th Terrace, Jupiter, FL, 33478",,,,,,CFC,Certified Plumbing Contractor,CFC1429132,1,"MITCHELL, TYLER JOSEPH",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
JUPITERMAN PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jupiter,Palm Beach,33478,"17220 Alexander Run, Jupiter, FL, 33478",,,,,,CFC,Certified Plumbing Contractor,CFC1425614,1,"VENO, JOSEPH ROBERT",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JVAC LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33434,"9722 Richmond Cir, Boca Raton, FL, 33434",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823902,1,"VAZQUEZ, JEREMIAH M",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JW MECHANICAL CONTRACTORS INC,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33428,"20790 Cabrillo Way, Boca Raton, FL, 33428",,,,,,CMC,Certified Mechanical Contractor,CMC1249625,1,"WEINSTEIN, JOSHUA B",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
K & P MECHANICAL SOLUTIONS INC,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33428,"9624 Sw 12 Court, Boca Raton, FL, 33428",,,,,,CMC,Certified Mechanical Contractor,CMC057138; CMC1251015,2,"ARMOUR, ERIC R; KNEISS, JOHN EDWARD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"K&C PLUMBING, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Loxahatchee,Palm Beach,33470,"17254 31St Rd N, Loxahatchee, FL, 33470",,,,,,CFC,Certified Plumbing Contractor,CFC1432661,1,"MARTIN, JASON",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"KAESTLE ENTERPRISES, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Delray Beach,Palm Beach,33446,"8234 Sawpine Rd, Delray Beach, FL, 33446",,,,,,CAC,Certified Air Conditioning Contractor,CAC036784,1,"KAESTLE, PHILIP ANDREW",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"KAIZEN ENERGY CONSULTING, INC.",Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33487,"1225 Broken Sound Pkwy Nw Suite C, Boca Raton, FL, 33487",,,,,,CMC,Certified Mechanical Contractor,CMC1250065,1,"MARIN, NELSON E",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
KAYLOR AIR CONDITIONING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33413,"6388 Belvedere Road, West Palm Beach, FL, 33413",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819888,1,"KAYLOR, RALPH LESTER JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KC SAUNDERS LTD CO,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Worth,Palm Beach,33463,"6101 Savannah Way, Lake Worth, FL, 33463",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814023,1,"SAUNDERS, KEITH C",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KCL PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33409,"2800 Westgate Avenue, West Palm Beach, FL, 33409",,,,,,CFC,Certified Plumbing Contractor,CFC1427949,1,"LESIAK, KEVIN C",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KEARNS SERVICES INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Loxahatchee,Palm Beach,33470,"18976 40Th Run North, Loxahatchee, FL, 33470",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814002,1,"GUSTAFSON, GARY D",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"KEEP IT COOL, INC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Park,Palm Beach,33403,"Po Box 530727, Lake Park, FL, 33403",,,,,,CAC,Certified Air Conditioning Contractor,CAC1813310,1,"ALFONSO, RAY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KEEP KOOL MECHANIC INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33406,"406 Jeannine Drive, West Palm Beach, FL, 33406",,,,,,CAC,Certified Air Conditioning Contractor,CAC055529,1,"MARIN, JERONIMO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KELTER COOLING & HEATING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Loxahatchee,Palm Beach,33470,"16887 W Dowers Dr, Loxahatchee, FL, 33470",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819268,1,"KELTER, JUSTIN H",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KELVIN COMFORT AC CORP,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33405,"5704 Garden Ave, West Palm Beach, FL, 33405",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823045,1,"LEAL VARELA, JORGE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KENYA'S AIR CONDITION SERVICES LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boynton Beach,Palm Beach,33426,"732 W Ocean Avenue, Boynton Beach, FL, 33426",,,,,,RA,Registered Air Conditioning Contractor,RA13067697,1,"MILFORT, CLAUDE",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
KETOLA AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boynton Beach,Palm Beach,33436,"9676 Pandanus Way, Boynton Beach, FL, 33436",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816274,1,"KETOLA, ANTHONY PAUL",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
KEYSTONE CRITICAL SYSTEMS & ADVISORS LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33409,"4050 Westgate Ave Suite 105, West Palm Beach, FL, 33409",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814851; CAC1822446,2,"CLEAVER, BRIAN; CLEAVER, DONALD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KILBOURNE HEATING & AIR CONDITIONING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Delray Beach,Palm Beach,33445,"334 Ne 3Rd Ave, Delray Beach, FL, 33445",,,,,,CAC,Certified Air Conditioning Contractor,CAC043934,1,"KILBOURNE, MICHAEL D",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KIM RILEY COMMERCIAL SERVICE INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Loxahatchee,Palm Beach,33470,"2975 Doe Trl., Loxahatchee, FL, 33470",,,,,,CFC,Certified Plumbing Contractor,CFC022540,1,"RILEY, KIM DAVID",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KIM RILEY COMMERICAL SERVICE INC,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Loxahatchee,Palm Beach,33470,"2975 Doe Trl., Loxahatchee, FL, 33470",,,,,,CMC,Certified Mechanical Contractor,CMC056936,1,"RILEY, KIM DAVID",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KINGS ELECTRIC & AIR CONDITIONING,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33431,"1825 Corporate Blvd. Nw  Unit Suite 110, Boca Raton, FL, 33431",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817390,1,"GALLINA, JOHN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KL PLUMBING SERVICES LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jupiter,Palm Beach,33458,"201 Woodlake Drive, Jupiter, FL, 33458",,,,,,CFC,Certified Plumbing Contractor,CFC1429950,1,"LANCE, KEVIN EUGENE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KLAUS AIR CONDITIONING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33406,"2665 Mores Road, West Palm Beach, FL, 33406",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822352,1,"KLAUS, TIMOTHY WAYNE",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"KLAYBOR PLUMBING & MECHANICAL, INC.",Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jupiter,Palm Beach,33469,"4139 Russell Street, Jupiter, FL, 33469",,,,,,"CFC, CMC",Certified Mechanical Contractor; Certified Plumbing Contractor,CFC1431354; CMC1251037,2,"KLAYBOR, NICHOLAS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"KLEANON AIR, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Wellington,Palm Beach,33414,"2944 Shaughnessy Drive, Wellington, FL, 33414",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821219,1,"METELLUS, WILORD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KLM SERVICES LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Royal Palm Beach,Palm Beach,33411,"146 Weybridge Circle; Apt A, Royal Palm Beach, FL, 33411",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814437,1,"KARP, BRYON WILLIAM",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
KOALA COOLIN LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33431-5108,"4500 Ne 5Th Ave # 5-A, Boca Raton, FL, 33431-5108",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822667,1,"ALEXANDER, KANE MICHAEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"KODIAK ICE, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33415,"5553 Old Bridge Rd, West Palm Beach, FL, 33415",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822426,1,"NELSON, W TIMOTHY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KOOLRAY AIRCONDTIONING,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Loxahatchee,Palm Beach,33470,"15212 Williams Drive, Loxahatchee, FL, 33470",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821095,1,"GESUALDO, RAMON SUGRAINEZ II",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"KRAMER REFRIGERATION, INC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Worth,Palm Beach,33449,"10414 White Pinto Ct, Lake Worth, FL, 33449",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816299,1,"KRAMER, RICHARD ALAN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"KWIK ROOTER, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jupiter,Palm Beach,33458,"240  Juno St, Jupiter, FL, 33458",,,,,,CFC,Certified Plumbing Contractor,CFC024499,1,"DAWSON, DANIEL FRANCIS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
L & R GAS CONTRACTORS INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm Beach Gardens,Palm Beach,33420,"1610 16Th Terrace, Palm Beach Gardens, FL, 33420",,,,,,CFC,Certified Plumbing Contractor,CFC037134,1,"HAVNAR, RICHARD WILLIAM",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
L AIR COOLING AND HEATING L.L.C.,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Greenacres,Palm Beach,33463,"4744 Dolphin Drive, Greenacres, FL, 33463",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822037,1,"NANNEY, LUCAS WADE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LAMANNA PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Delray Beach,Palm Beach,33445,"3821 Lowson Blvd, Delray Beach, FL, 33445",,,,,,CFC,Certified Plumbing Contractor,CFC1426829,1,"LAMANNA, GREGORY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LANCAMCO LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33406,"791 Patrick Dr, West Palm Beach, FL, 33406",,,,,,CFC,Certified Plumbing Contractor,CFC1433990,1,"FUQUAY, MICHAEL SCOTT",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LAR CONSTRUCTION INC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Worth,Palm Beach,33463,"7449 Pochard Ct Ospray Oaks, Lake Worth, FL, 33463",,,,,,"CFC, CMC",Certified Mechanical Contractor; Certified Plumbing Contractor,CFC1430218; CMC1250265,2,"RODRIGUEZ, LUIS ALEJANDRO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"LAR COOLING, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33411,"11065 51St Ct N, West Palm Beach, FL, 33411",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822177,1,"DESARMES, HAMILTON",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LARESI GENERAL SERVICE INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Delray Beach,Palm Beach,33445,"2070 Homewood Blvd #514, Delray Beach, FL, 33445",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824545,1,"FERREIRA, LUCAS MICHAEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LARRY'S A/C & APPL SERV INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Belle Glade,Palm Beach,33430,"80 Se Avenue C, Belle Glade, FL, 33430",,,,,,CAC,Certified Air Conditioning Contractor,CAC049300,1,"SIMMONS, LARRY WINFIELD JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"LASORSA ENTERPRISES, INC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33432,"383 Sw 12Th St, Boca Raton, FL, 33432",,,,,,CFC,Certified Plumbing Contractor,CFC1431498,1,"LASORSA, ANTHONY",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
LAUNCHPAD SERVICES L.L.C.,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Riviera Beach,Palm Beach,33404,"1125 Center Stone Lane, Riviera Beach, FL, 33404",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822716,1,"MORGAN, THEODORE ADALLAR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LD AIR CONDITIONING & REFRIGERATION LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33431,"4850  Ne 5Th Ave 110, Boca Raton, FL, 33431",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819106,1,"LAWRENCE, DAMIEN O'BRIEN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"LEADING PLUMBING SERVICES, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Park,Palm Beach,33403,"816 Greenbriar Drive, Lake Park, FL, 33403",,,,,,CFC,Certified Plumbing Contractor,CFC1430323,1,"JOLTEUS, NERRIC O",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LEC CONSTRUCTION GROUP LLC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm Springs,Palm Beach,33461,"2773 10Th Ave N Apt 206, Palm Springs, FL, 33461",,,,,,"CFC, CMC",Certified Mechanical Contractor; Certified Plumbing Contractor,CFC1434668; CMC1251871,2,"CEDENO GONZALEZ, LUIS ERNESTO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LEE WILDER PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Delray Beach,Palm Beach,33444-1706,"510  Eldorado Lane, Delray Beach, FL, 33444-1706",,,,,,CFC,Certified Plumbing Contractor,CFC039973,1,"WILDER, CARNEY L JR",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"LEHMANN MECHANICAL HEATING & A/C, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm Beach Gardens,Palm Beach,33403,"9483 Silverthorne Drive, Palm Beach Gardens, FL, 33403",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820861,1,"VANANTWERP, BRYCEN THOMAS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"LGB PLUMBING, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jupiter,Palm Beach,33458,"143 Greentree Circle, Jupiter, FL, 33458",,,,,,CFC,Certified Plumbing Contractor,CFC1429170,1,"CANTATORE, ANDREW S",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
LIBERTY AIR AND ELECTRIC LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33428,"22098 Woodset Way, Boca Raton, FL, 33428",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820202,1,"BENTOUMI, AMINA",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LIGHTHOUSE PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jupiter,Palm Beach,33468,"P O Box 1969, Jupiter, FL, 33468",,,,,,CFC,Certified Plumbing Contractor,CFC1426964,1,"LINEBAUGH, ROBERT GRANT",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LINE TEC INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Delray Beach,Palm Beach,33444,"241 Nw 18Th Ave, Delray Beach, FL, 33444",,,,,,CFC,Certified Plumbing Contractor,CFC1427752,1,"ELLSWORTH, SCOTT A",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LL COOLING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Worth,Palm Beach,33467,"42 East Arch Drive, Lake Worth, FL, 33467",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820151,1,"LUIGINI, LUIGI",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LNT SERVICES INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Park,Palm Beach,33403,"Po Box 531063, Lake Park, FL, 33403",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818538,1,"TOWNES, LEJUAN NEKIA",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LOCAL PROS LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33406,"2821A Melaleuca Dr, West Palm Beach, FL, 33406",,,,,,CFC,Certified Plumbing Contractor,CFC1430206,1,"LITTLE, VANCE COOPER",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LOCALS PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Tequesta,Palm Beach,33469,"363 Mars Avenue, Tequesta, FL, 33469",,,,,,CFC,Certified Plumbing Contractor,CFC1433037,1,"COOPER, CAMERON TAYLOR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LOGSDON PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Worth,Palm Beach,33467,"8898 Pinto Drive, Lake Worth, FL, 33467",,,,,,CFC,Certified Plumbing Contractor,CFC1426600,1,"ILLSLEY, RICHARD R",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LOHMAN INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jupiter,Palm Beach,33478-6859,"10637  158Th St. N, Jupiter, FL, 33478-6859",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816069,1,"LOHMAN, GLENN FREDERICK",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
