company_name,trade,ownership_type,ownership_confidence,parent_company_or_notes,city,county,zip,address,phone,website,google_rating,google_reviews,maps_services,license_types,license_type_labels,license_numbers,active_license_count,qualifying_agents_or_licensees,latest_expiration_seen,enrichment_source,data_source
"PATTI'S PLUMBING COMPANY, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32405,"2937 Patricia Ann Lane, Panama City, FL, 32405",,,,,,CFC,Certified Plumbing Contractor,CFC1430065,1,"DOMER, PATTI L",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
PAYTON AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32405,"2211 West 21St Street, Panama City, FL, 32405",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818368,1,"DAVIDSON, DAVE PAYTON",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
PINNACLE GROUP / RHINO MARKETING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"5116 Blue Harbor Drive, Panama City, FL, 32404",,,,,,CFC,Certified Plumbing Contractor,CFC1432326,1,"MITCHELL, KEVIN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
PIPE DREAMS PLUMBING SERVICE OF NORTHWEST FLORIDA LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lynn Haven,Bay,32444,"176 Derby Woods Dr, Lynn Haven, FL, 32444",(850) 851-9539,www.pipedreamsofnwfl.com,4.9,60,"Plumber, Construction company, Plumbing supply store",CFC,Certified Plumbing Contractor,CFC1432407,1,"REVIS, JONATHAN EDWARD",08/31/2028,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
"PLUMB BETTER, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32409,"425 E Woodland Rd, Panama City, FL, 32409",(850) 914-3036,www.plumbbetter.com,4,67,Plumber,RF,Registered Plumbing Contractor,RF11067868,1,"WITTS, CHRIS ROBERT",08/31/2027,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
"PLUMBING 101, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"718 S. Kimbrel Ave, Panama City, FL, 32404",,,,,,CFC,Certified Plumbing Contractor,CFC1432481,1,"BELL, BRANDON",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
PLUMBING TRUST LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32417,"PO Box 9519 420 CHURCHWELL DR, Panama City Beach, FL, 32417",,,,,,CFC,Certified Plumbing Contractor,CFC1430400,1,"ACREE, JEREMY",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"PRECISION PLUMBING OF NW FL, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Youngstown,Bay,32466,"9400 Pat Road, Youngstown, FL, 32466",,,,,,CFC,Certified Plumbing Contractor,CFC1428461,1,"NICHOLS, LEE R",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
QUALITY PLUMBING AND GAS INC.,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32409,"3412 Highcliff Road, Panama City, FL, 32409",(850) 832-7346,www.facebook.com/profile.php,0,0,Plumber,CFC,Certified Plumbing Contractor,CFC1433548,1,"CUTCHINS, BRANDON LEE",08/31/2028,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
"QUINCY'S HEATING AND AIR CONDITIONING, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32413,"128 N. Hwy 79, Panama City Beach, FL, 32413",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818239,1,"WALKER, KEITH ALLEN",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
RAY MAIDEN PLUMBING COMPANY LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Mexico Beach,Bay,32456,"133 County Road 386, Mexico Beach, FL, 32456",,,,,,RF,Registered Plumbing Contractor,RF0067174,1,"MAIDEN, EVERETTE RAY JR",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
RE-BATH,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32413,"20734 Panama City Beach Pkwy, Panama City Beach, FL, 32413",,,,,,CFC,Certified Plumbing Contractor,CFC1432093,1,"DUFOUR, MARK RAYMOND",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
REGENCY BUILDERS OF FLORIDA INC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32409,"4034 Hobbs Lane, Panama City, FL, 32409",,,,,,"RF, RM",Registered Mechanical Contractor; Registered Plumbing Contractor,RF0051219; RM0051207,2,"PITTS, WILLIAM B",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
RELIABLE AIR LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lynn Haven,Bay,32444,"1103 N Haven Cir, Lynn Haven, FL, 32444",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819683,1,"LE, HIEP HUY",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
RENEWAL PLUS LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"316 Allie Way, Panama City, FL, 32404",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821795,1,"CHAPMAN, NATHAN EMORY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"RESTORATION PERFORMANCE GROUP, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32408,"615 Amberjack Drive, Panama City Beach, FL, 32408",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822610,1,"BLAKSLEY, DUSTIN ALAN",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
REYES HEATING & COOLING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32409,"12405 Hwy 77, Panama City, FL, 32409",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814974,1,"REYES, DANIEL IVAN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
RODNEY BARNES HTG & A/C INC,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32405,"2906 Harrier St, Panama City, FL, 32405",,,,,,RM,Registered Mechanical Contractor,RM0053436,1,"BARNES, CARL RODNEY",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
ROSS HEATING AND COOLING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32409,"8823 Dorothy Farris Road, Panama City, FL, 32409",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824973,1,"ROSS, PARKER LEE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ROUSSOS AIR CONDITIONING,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32401,"1704  Alabama Ave, Panama City, FL, 32401",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821552,1,"BOYKIN, PATRICK AARON",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
ROUSSOS REFRIGERATION HEATING & AIR CONDITIONING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32401,"1704  Alabama Ave, Panama City, FL, 32401",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814320,1,"BOYKIN, PATRICK AARON",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"SALT AIR A/C, HEATING AND REFRIGERATION LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32405,"2345 East 16Th Street, Panama City, FL, 32405",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820061,1,"CHAVERS, CHAD ERIC",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"SCHROYER HEATING & COOLING, INCORPORATED",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32409,"500 Skunk Valley Rd, Panama City, FL, 32409",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821069,1,"SWINNEY, RYAN LEE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"SCOTT'S PLUMBING, INC. OF PANAMA CITY",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Youngstown,Bay,32466,"8122 Waverly Street, Youngstown, FL, 32466",,,,,,CFC,Certified Plumbing Contractor,CFC1428925,1,"JUNGER, KENNETH SCOTT",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
SHORELINE SERVICES PCB LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32407,"144 White Sandy Drive, Panama City Beach, FL, 32407",,,,,,CFC,Certified Plumbing Contractor,CFC1434238,1,"JORDAN, RANDALL TAYLOR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SMITH PLUMBING OF BAY COUNTY INC.,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"4500 Tropical Dr, Panama City, FL, 32404",(850) 441-6451,,5,8,Plumber,CFC,Certified Plumbing Contractor,CFC1429342,1,"SMITH, CHARLES STEPHEN",08/31/2028,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
SOLID ROCK PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"5196 Stewart Drive, Panama City, FL, 32404",(850) 763-7625,www.solidrockplumbing.com,4.1,11,Plumber,CFC,Certified Plumbing Contractor,CFC1429078,1,"SANDERS, ROCKY ALTON",08/31/2028,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
"SOUTHERN CONSTRUCTION SERVICE, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"3033  Transmitter Road, Panama City, FL, 32404",,,,,,CFC,Certified Plumbing Contractor,CFC1427782,1,"WALKER, HAROLD",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
STEPHENS AIR CONDITIONING & HEATING SERVICE COMPANY,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32412-5174,"Po Box 35174, Panama City, FL, 32412-5174",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821300,1,"STEPHENS, CHADWICK BROCK",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
STEVERSON AIR CONDITIONING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32405,"2806  East Hwy 390, Panama City, FL, 32405",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818466,1,"STEVERSON, JASON LOUIS",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"STINGRAY COOLING, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32408,"5704 Hilltop Ave, Panama City Beach, FL, 32408",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824278,1,"KATSOLIS, PAUL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SUGGS PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lynn Haven,Bay,32444,"1415 Maine Avenue, Lynn Haven, FL, 32444",,,,,,CFC,Certified Plumbing Contractor,CFC1429903,1,"SUGGS, JOSHUA DANIEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SUNSHINE PLUMBING SYSTEMS LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32407,"810  J R Arnold Ct, Panama City Beach, FL, 32407",,,,,,CFC,Certified Plumbing Contractor,CFC1431116,1,"ARIZMENDI, RICARDO JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"SYSTEM SERVICE & ENGINEERING, LLC",Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32444,"205 Mosley Drive, Lynn Haven, FL, 32444",,,,,,"CAC, CFC",Certified Air Conditioning Contractor; Certified Plumbing Contractor,CAC1821115; CAC1821116; CFC1428392; CFC1434233,4,"CLAUSSEN, CRAIG ROBERT; HIGGINS, COLIN LEWIS; SHOOTS, KYLE DWAYNE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
T BAILEY PROPERTIES LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"5021 Halsey Circle, Panama City, FL, 32404",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816681,1,"BAILEY, TRAVIS PAUL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
TARPON DOCK AIR CONDITIONING,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32402,"Post Office Box 1730, Panama City, FL, 32402",,,,,,CAC,Certified Air Conditioning Contractor,CAC051485,1,"BUSBY, BENJAMIN STUART",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"TEMP RITE, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"5105 Stratford Avenue, Panama City, FL, 32404",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816484; CAC1819297,2,"GREENE, SONYA KAYE; GREENE, TIMOTHY BRADLEY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
THE FLORIDA PANAHANDLES HOME IMPROVEMENT STORE INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lynn Haven,Bay,32444,"2603 Country Club, Lynn Haven, FL, 32444",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818444,1,"CHIZMAR, RICHARD TYLER",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
THE HOME IMPROVEMENT STORE,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32405,"1719 Martin Luther King Jr Blvd, Panama City, FL, 32405",,,,,,CFC,Certified Plumbing Contractor,CFC1431301,1,"ROED, ADAM DALE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
TITAN GULF AIR LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32408,"7222 Quail Hollow Dr, Panama City Beach, FL, 32408",,,,,,CAC,Certified Air Conditioning Contractor,CAC1825091,1,"BUTSIKOV, IVAN MIKHAYLOVICH",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
TOTAL CLIMATE CONTROL INC,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"7918 Hwy. 2301, Panama City, FL, 32404",,,,,,CMC,Certified Mechanical Contractor,CMC056274,1,"REGISTER, THOMAS SCOTT",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
TRI STATE PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32417-4517,"Po Box  9604, Panama City Beach, FL, 32417-4517",,,,,,CFC,Certified Plumbing Contractor,CFC1427676,1,"COLLINS, HUMBERT E. JR.",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"TRISON MECHANICAL SERVICES, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32409,"353  Confidence Way, Panama City, FL, 32409",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820546,1,"FULCHER, LARRY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ULTRA AIR SOLUTIONS LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lynn Haven,Bay,32444,"1313 Virginia Avenue, Lynn Haven, FL, 32444",,,,,,RA,Registered Air Conditioning Contractor,RA13067692,1,"FOSTER, KADAIN S",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
ULTRA PRECISION PLUMBING,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lynn Haven,Bay,32444,"1313 Virginia Avenue, Lynn Haven, FL, 32444",,,,,,"RA, RF",Registered Air Conditioning Contractor; Registered Plumbing Contractor,RA13067755; RF11068069,2,"FOSTER, KADAIN S",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
"VITO WORKS, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32413,"220 A San Vincente Street, Panama City Beach, FL, 32413",,,,,,CFC,Certified Plumbing Contractor,CFC1430386,1,"SMIRNOV, VITALIY IGOREVICH",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
WALT DISNEY WORLD CO,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"4213 Brewton Way, Panama City, FL, 32404",,,,,,CMC,Certified Mechanical Contractor,CMC023454,1,"FLOYD, STANLEY WARREN",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
WAWERU LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"393 N Gay Ave, Panama City, FL, 32404",,,,,,CFC,Certified Plumbing Contractor,CFC1433708,1,"KARITA, EPHANTUS WAWERU",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
WEST END PLUMBING CONTRACTORS INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32413,"326 Memory Ln, Panama City Beach, FL, 32413",(850) 233-8315,,4.6,5,Plumber,RF,Registered Plumbing Contractor,RF0066792,1,"STUMPF, ROBERT P",08/31/2027,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
WHITEHEAD SERVICES,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32405,"1601 Frankford Ave, Panama City, FL, 32405",(850) 673-0260,whiteheadservices.com,4.9,1114,"Plumber, Air conditioning repair service, Air conditioning system supplier, HVAC contractor, Air conditioning contractor, Plumbing supply store","CFC, CMC",Certified Mechanical Contractor; Certified Plumbing Contractor,CFC019169; CMC1251250,2,"TRUMBULL, JAY; WHITEHEAD, FRANK L",08/31/2028,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
WILSON SERVICE COMPANY HEATING & AIR CONDITIONING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"5800 Tram Road, Panama City, FL, 32404",,,,,,RA,Registered Air Conditioning Contractor,RA13067361,1,"WILSON, RONALD DALE",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
A & G HEATING AND AIR CONDITIONING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Starke,Bradford,32091,"22111 Nw 70Th Avenue, Starke, FL, 32091",,,,,,CAC,Certified Air Conditioning Contractor,CAC1813859,1,"LEWIS, ANDREW WILLIAM",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"ALVAREZ PLUMBING SOLUTIONS, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Starke,Bradford,32091,"10385 Nw Cr 225, Starke, FL, 32091",,,,,,CFC,Certified Plumbing Contractor,CFC1430129,1,"ALVAREZ, GEORGE RANDALL JR",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
B & B HEATING AND AIR CONDITIONING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Starke,Bradford,32091,"2406 Ne 185Th Street, Starke, FL, 32091",,,,,,CAC,Certified Air Conditioning Contractor,CAC1813546,1,"BEAUREGARD, ERIC SHAWN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
BUTLER DID IT PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Starke,Bradford,32091,"15128 Se 25Th Ave, Starke, FL, 32091",,,,,,CFC,Certified Plumbing Contractor,CFC1434134,1,"BUTLER, KYLE DUANE",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
COOL SWIFT AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hampton,Bradford,32044,"P.O. Box #176, Hampton, FL, 32044",,,,,,CAC,Certified Air Conditioning Contractor,CAC1815263,1,"SWIFT, EMERY TERREL",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
CRAIG FALSTREAUX HEATING AND AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Starke,Bradford,32091,"228 S Walnut Street, Starke, FL, 32091",,,,,,CAC,Certified Air Conditioning Contractor,CAC057150,1,"FALSTREAUX, CRAIG BERNARD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
CRAWFORD MECHANICALS LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Starke,Bradford,32091,"15970 Ne 14Th Ave, Starke, FL, 32091",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819684,1,"CRAWFORD, JOAN RUTH",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
HAYES ELECTRIC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Starke,Bradford,32091-0729,"P O Box 729, Starke, FL, 32091-0729",,,,,,RA,Registered Air Conditioning Contractor,RA0033644,1,"HAYES, ANTHONY R",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
KEYSTONE PLUMBING INC.,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Starke,Bradford,32091,"2473 Se State Road 100, Starke, FL, 32091",,,,,,CFC,Certified Plumbing Contractor,CFC1428583,1,"NADLER, SAMADHI",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"MISS ALYS AIR REPAIR, INC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hampton,Bradford,32044,"9397 Sw 69Th Ave, Hampton, FL, 32044",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822070,1,"ARY, DAVID MICHAEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
NOAH'S PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Keystone Heights,Bradford,32656,"P.O. Box 986 5615 SE 2ND AVE, Keystone Heights, FL, 32656",,,,,,CFC,Certified Plumbing Contractor,CFC1426715,1,"METZGER, NOAH JAMES",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
NORMAN'S HEATING & AIR CONDITIONING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Starke,Bradford,32091,"1792 Ne 154Th St, Starke, FL, 32091",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814197,1,"NORMAN, WILLIAM T",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"PHILLIP MCDONALD PLUMBING, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Brooker,Bradford,32622,"15895 Sw 161St Street, Brooker, FL, 32622",,,,,,CFC,Certified Plumbing Contractor,CFC1428926,1,"MCDONALD, PHILLIP MARVIN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
PRESTIGE HVAC SOLUTIONS LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Starke,Bradford,32091,"21965 Nw State Rd 16, Starke, FL, 32091",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823449,1,"CLARK, DANNY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
QUALITY COMFORT SOLUTIONS LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Starke,Bradford,32091,"7913 Nw 193Rd St, Starke, FL, 32091",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821075,1,"FRIZZELL, MARCUS B",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
